,y1,x1,y2,x2
0,768.553833603859,1832.33837890625,454.5722249150276,1832.4730224609375
1,774.4172143936157,190.08482360839844,773.2963063716888,100.1048812866211
2,454.5722249150276,1832.4730224609375,454.94181883335114,1923.4815673828125
3,774.4172143936157,190.08482360839844,459.9596313536167,189.8151092529297
4,267.35295206308365,1640.34228515625,965.7813922762871,1640.84228515625
5,460.148984849453,100.50542449951172,459.9596313536167,189.8151092529297
6,965.7813922762871,1640.84228515625,965.5196118950844,1923.9635009765625
7,965.7655913829803,381.3550109863281,965.1308364272118,99.60786437988281
8,768.553833603859,1832.33837890625,768.4602041244507,1923.2698974609375
9,267.35295206308365,1640.34228515625,267.96951761841774,1923.764404296875
10,1200.2623128890991,1925.314697265625,20.644822508096695,1924.4556884765625
11,965.7655913829803,381.3550109863281,267.1303248256445,381.4931335449219
12,267.1303248256445,381.4931335449219,267.8096346259117,99.86214447021484
13,678.0580755472183,1960.81689453125,556.3049903512001,1961.38525390625
14,20.644822508096695,1924.4556884765625,17.62099430244416,97.87757110595703
15,677.9955334067345,61.595497131347656,555.9086818993092,61.752052307128906
16,677.9955334067345,61.595497131347656,677.9158675074577,99.32179260253906
17,555.9086818993092,61.752052307128906,556.0016866922379,99.64808654785156
18,556.3049903512001,1961.38525390625,556.1600630879402,1924.110595703125
19,1200.0649854540825,97.74706268310547,17.62099430244416,97.87757110595703
20,678.0580755472183,1960.81689453125,678.4156166911125,1923.913330078125
21,1200.0180530351051,90.36268520764902,1230.9957852959633,90.16580200195312
22,1200.2623128890991,1925.314697265625,1200.0649854540825,97.74706268310547
23,22.546202793717384,1018.4760131835938,1197.4765051603317,1016.8357543945312
24,1197.469398629512,1014.65217938852,1230.8757719993591,1014.54345703125
25,1200.1371680905825,1912.7282275439693,1231.0223160982132,1912.421142578125
26,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
27,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
28,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
29,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
30,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
31,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
32,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
33,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
34,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
35,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
36,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
37,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
38,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
39,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
40,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
41,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
42,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
43,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
44,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
45,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
46,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
47,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
48,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
49,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
50,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
51,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
52,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
53,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
54,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
55,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
56,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
57,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
58,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
59,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
60,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
61,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
62,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
63,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
64,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
65,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
66,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
67,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
68,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
69,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
70,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
71,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
72,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
73,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
74,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
75,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
76,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
77,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
78,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
79,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
80,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
81,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
82,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
83,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
84,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
85,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
86,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
87,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
88,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
89,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
90,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
91,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
92,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
93,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
94,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
95,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
96,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
97,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
98,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
99,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
100,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
101,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
102,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
103,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
104,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
105,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
106,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
107,1200.1371680905825,1912.7282275439693,1200.1371680905825,1912.7282275439693
